text,rating,clean_text,sentiment
"Ya, saya suka berbelanja online di shopee, saya berharap shopee adalah tempat perbelanjaan online yang sangat terekomendasikan untuk di kalangan masyarakat seluruh indinesia. 👍👍👍",5,ya saya suka berbelanja online di shopee saya berharap shopee adalah tempat perbelanjaan online yang sangat terekomendasikan untuk di kalangan masyarakat seluruh indinesia,Positif
Barang di yg jualkan berkualitas,5,barang di yg jualkan berkualitas,Positif
Bagusss,5,bagusss,Positif
Bagi saya terbaiklah pokoknya,5,bagi saya terbaiklah pokoknya,Positif
Murah dan berkwalitasz,5,murah dan berkwalitasz,Positif
Udah pas tapi pengiriman nya lambat dan barangnya malah palsu saya kecewa tapi apk ini sudah bagus dan tolong perbaiki ya shoope ♡,5,udah pas tapi pengiriman nya lambat dan barangnya malah palsu saya kecewa tapi apk ini sudah bagus dan tolong perbaiki ya shoope,Positif
Puas.,5,puas,Positif
harga di shopee kompetitif,5,harga di shopee kompetitif,Positif
👍👍👍,5,,Positif
Harusnya 3 bintang .soalnya kadang dpt barang yg tdk seusia .dan itu menyakitkan,4,harusnya bintang soalnya kadang dpt barang yg tdk seusia dan itu menyakitkan,Positif
"Paket nya terlalu lama dijalan nih, gak ada kebijakan apa buat kurir nya",5,paket nya terlalu lama dijalan nih gak ada kebijakan apa buat kurir nya,Positif
Bhn ok,5,bhn ok,Positif
mantap,5,mantap,Positif
gimna cara mendapatkan koin dari shope,1,gimna cara mendapatkan koin dari shope,Negatif
"Pelayanan sangat buruk dan jasa kirim spx sangat buruk selalu menunda pengiriman, kita pake jasa kirim spx tidak gratis kita bayar tapi pengiriman selalu di tunda",1,pelayanan sangat buruk dan jasa kirim spx sangat buruk selalu menunda pengiriman kita pake jasa kirim spx tidak gratis kita bayar tapi pengiriman selalu di tunda,Negatif
Saya puas dengan shopee,4,saya puas dengan shopee,Positif
Apk nya bagus,5,apk nya bagus,Positif
Ok boss mantapp,5,ok boss mantapp,Positif
"jaringanku aman, kenapa setiap nyari produk selalu tidak tampil.",5,jaringanku aman kenapa setiap nyari produk selalu tidak tampil,Positif
Membantu..sangt ok.,5,membantusangt ok,Positif
Mantap,5,mantap,Positif
"Shopee skrg makin terlalu berat jd lemot padaha ram 8gb trus jaringan 4G .. makin kacau ditambah lg barusan klik kranjang mau co ehh malah muat ulang terus ,,, tolong dong diperbaiki lg shopee video lebih baik hapus aja bikin nambah lemot 🥲",5,shopee skrg makin terlalu berat jd lemot padaha ram gb trus jaringan g makin kacau ditambah lg barusan klik kranjang mau co ehh malah muat ulang terus tolong dong diperbaiki lg shopee video lebih baik hapus aja bikin nambah lemot,Positif
Good,5,good,Positif
Nice,5,nice,Positif
Aku suka belanja di shopee barang nya alhamdullilah real semua,5,aku suka belanja di shopee barang nya alhamdullilah real semua,Positif
Ok mantap,5,ok mantap,Positif
"pengirimannya lama ,waktunya di undur Mulu sampai 2 minggu nunggunya gak datang"".barangnya gak nyampe""",1,pengirimannya lama waktunya di undur mulu sampai minggu nunggunya gak datangbarangnya gak nyampe,Negatif
Mantap,5,mantap,Positif
Mantap,5,mantap,Positif
Dengan aplikasi shopee ini sangat mudah mengatasi segala perbelanjaan dan kebutuhan lainnya,5,dengan aplikasi shopee ini sangat mudah mengatasi segala perbelanjaan dan kebutuhan lainnya,Positif
Semoga aku dapat saldo 1m🙏,5,semoga aku dapat saldo m,Positif
"Perlu di perbaiki kadang pesanan saya pengiriman sudah menuju alamat tidak sampai sampai, tau tau ada laporan pembatalan padahal saya tidak membatalkan pesanan, apa itu kerjaan kurir",4,perlu di perbaiki kadang pesanan saya pengiriman sudah menuju alamat tidak sampai sampai tau tau ada laporan pembatalan padahal saya tidak membatalkan pesanan apa itu kerjaan kurir,Positif
ew,1,ew,Negatif
Mantap,5,mantap,Positif
"tolong ya shopee bnyk toko tipu2,pesannya apa yg dikirim apa?? pembayaran cashless,sy mnt diretur aj dananya ya,sgt kecewa",3,tolong ya shopee bnyk toko tipupesannya apa yg dikirim apa pembayaran cashlesssy mnt diretur aj dananya yasgt kecewa,Netral
Shoope sangat baik sesuai jaminan pengiriman,5,shoope sangat baik sesuai jaminan pengiriman,Positif
Koh ngk bs download shoppe knpa ya aplikasi uwer-uwer trus ngk bs dibuka,1,koh ngk bs download shoppe knpa ya aplikasi uweruwer trus ngk bs dibuka,Negatif
Shopee mantapppppp,5,shopee mantapppppp,Positif
Selalu puas dengan pelayanan shopy,5,selalu puas dengan pelayanan shopy,Positif
lumayan membantu,5,lumayan membantu,Positif
Belanja apa saja semua ada di shopee,5,belanja apa saja semua ada di shopee,Positif
Sangat baik,5,sangat baik,Positif
Amanah,5,amanah,Positif
Goods membantu sekali,4,goods membantu sekali,Positif
Selalu puas belanja di shopee🥰🥰,5,selalu puas belanja di shopee,Positif
Ok !,5,ok,Positif
mantap,5,mantap,Positif
"Ok, tepat",5,ok tepat,Positif
Pemesanan belom ada yg mengecewakan...saat ini oke,5,pemesanan belom ada yg mengecewakansaat ini oke,Positif
apk belanja yang bagus.,5,apk belanja yang bagus,Positif
Balana dengan gratis ongkir,5,balana dengan gratis ongkir,Positif
"Selama ramadhan pengirimannya menguji keimanan, lama buangeeeeed nauzubillah astaghfirullah",1,selama ramadhan pengirimannya menguji keimanan lama buangeeeeed nauzubillah astaghfirullah,Negatif
Mantap.,5,mantap,Positif
shoope ini itu bagus dah klo buat cari ap',4,shoope ini itu bagus dah klo buat cari ap,Positif
Masih baru pakai sopi,5,masih baru pakai sopi,Positif
Fitur pesanan selesai sangat meresah kan Tolon update selanjut nya di adakan fitu konfir masi saat mencet pesanan selesai Karena tidak semua pencet pesanan selesai itu dengan sengaja Seperti saya tidak sengaja memencet tombol pesanan selesai,2,fitur pesanan selesai sangat meresah kan tolon update selanjut nya di adakan fitu konfir masi saat mencet pesanan selesai karena tidak semua pencet pesanan selesai itu dengan sengaja seperti saya tidak sengaja memencet tombol pesanan selesai,Negatif
Boleh juga shopee,2,boleh juga shopee,Negatif
mantap banget shopee,5,mantap banget shopee,Positif
Sangat membantu,5,sangat membantu,Positif
bagus,5,bagus,Positif
mantap,5,mantap,Positif
sangat membantu,5,sangat membantu,Positif
Aplikasi bagus,5,aplikasi bagus,Positif
Komplit murah tidak mengecewakan,5,komplit murah tidak mengecewakan,Positif
"Surabaya-Jakarta biasanya 2-3 hari sampai, status stuck 5 hari dalam perjalanan menuju Jakarta gak sampai2, dikomplain hanya berubah status tiba di Jakarta lalu stuck lagi gak dikirim2, jadi males belanja kalo toko gak ada pilihan kurir selain spx.",1,surabayajakarta biasanya hari sampai status stuck hari dalam perjalanan menuju jakarta gak sampai dikomplain hanya berubah status tiba di jakarta lalu stuck lagi gak dikirim jadi males belanja kalo toko gak ada pilihan kurir selain spx,Negatif
baik,5,baik,Positif
sangat membantu sekali,4,sangat membantu sekali,Positif
"barang barang lengkap semua,dan terjangkau",5,barang barang lengkap semuadan terjangkau,Positif
Kebanyakan fitur jadi banyak errornya sekarang,1,kebanyakan fitur jadi banyak errornya sekarang,Negatif
Mantap,5,mantap,Positif
bagus,5,bagus,Positif
sangat membantu,5,sangat membantu,Positif
Untuk shopping,5,untuk shopping,Positif
Aplikasi bagus dan bayak promo,5,aplikasi bagus dan bayak promo,Positif
Bagus layanan shopeenya dan barangnya sesuai,5,bagus layanan shopeenya dan barangnya sesuai,Positif
Busuk,1,busuk,Negatif
Shopee oke...👍,5,shopee oke,Positif
Oke untuk pesan online,4,oke untuk pesan online,Positif
bagusss,5,bagusss,Positif
Gak usah ke lainnya daa Ke shopee aja😘,5,gak usah ke lainnya daa ke shopee aja,Positif
bagus,1,bagus,Negatif
Semoga shopee makin banyak terus promonya,5,semoga shopee makin banyak terus promonya,Positif
Sagat bagus,5,sagat bagus,Positif
sangat bagus dan selalu sesuai dengan pesanan,5,sangat bagus dan selalu sesuai dengan pesanan,Positif
Mantaaaap,5,mantaaaap,Positif
Bagus,5,bagus,Positif
Ok,5,ok,Positif
cepat tepAt dan murah,5,cepat tepat dan murah,Positif
Untuk Shopee sendiri baik dan mempermudah apa yang di cari the beast. Tapi saya punya saran Ya kalau boleh toko yang jujur boleh di pertahanan dan yang tidak jujur jangan di beri ampun. Sy sudah kecewa berat,4,untuk shopee sendiri baik dan mempermudah apa yang di cari the beast tapi saya punya saran ya kalau boleh toko yang jujur boleh di pertahanan dan yang tidak jujur jangan di beri ampun sy sudah kecewa berat,Positif
Mantap ...,5,mantap,Positif
Asik,5,asik,Positif
aplikasi ini sangat membantu saya untuk membeli barang yang sulit di cari di daerah kami......👍👍👍👍👏,5,aplikasi ini sangat membantu saya untuk membeli barang yang sulit di cari di daerah kami,Positif
Bagus dan menarik,5,bagus dan menarik,Positif
makin ke sini makin bukan kaya toko online. malah kaya toktok. baru masuk udah di sambut vidio. mana susah di skip lagi. bagusan versi lamanya admin. 😌,3,makin ke sini makin bukan kaya toko online malah kaya toktok baru masuk udah di sambut vidio mana susah di skip lagi bagusan versi lamanya admin,Netral
tolong untuk para kurir yg tk brtaggunh jawab kalo barang belum dikirim kerumah jgn di returt akhirnya pihak pembeli yang kena sangsi tidak bisa cod lagi,3,tolong untuk para kurir yg tk brtaggunh jawab kalo barang belum dikirim kerumah jgn di returt akhirnya pihak pembeli yang kena sangsi tidak bisa cod lagi,Netral
lengkap,5,lengkap,Positif
Mantap,5,mantap,Positif
cuama mau info aja ternyata admin sopi dan penjual kerjasama untuk tdk menampilkan ulasan * 1 . gtu toh cara main nha jual yg jujur lah. di jamin ori apaan. gw beli flashdisk 1 TB baru 400 GB udah blank bnyak yg corrupt file gw sialan bgt nama toko nya Xixi Shop HATI HATI YG MAU BELI,1,cuama mau info aja ternyata admin sopi dan penjual kerjasama untuk tdk menampilkan ulasan gtu toh cara main nha jual yg jujur lah di jamin ori apaan gw beli flashdisk tb baru gb udah blank bnyak yg corrupt file gw sialan bgt nama toko nya xixi shop hati hati yg mau beli,Negatif
Bagus,5,bagus,Positif
pemesanannya sih bagus tapi untuk sekarang ini harus bayar transfer atau yg lain nya klok mau mesan gk bisa bayar di tempat,3,pemesanannya sih bagus tapi untuk sekarang ini harus bayar transfer atau yg lain nya klok mau mesan gk bisa bayar di tempat,Netral
Lama benget datang nya,3,lama benget datang nya,Netral
Mantap,5,mantap,Positif
semoga semakin lancar dlm hal pengiriman pesanan,5,semoga semakin lancar dlm hal pengiriman pesanan,Positif
"Alhamdulillah bagus, senang berbelanja di sope , sangat membantu. Semoga sope bisa bersaing hingga di kancah internasional",5,alhamdulillah bagus senang berbelanja di sope sangat membantu semoga sope bisa bersaing hingga di kancah internasional,Positif
"sangat cocok,bagus👍👍",5,sangat cocokbagus,Positif
Dari awal main di Shopi sudah jutaan kali belanja menyenangkan,5,dari awal main di shopi sudah jutaan kali belanja menyenangkan,Positif
Sekarang banyak bug nya ihh,1,sekarang banyak bug nya ihh,Negatif
ANJAY MABARR,5,anjay mabarr,Positif
"Katanya shopee express, tapi paket dibawa muter muter. Emang gak mikir itu paket dibutuhin segera, tolong bodoh nya dikurangin ya. Udah ada alamat tertera dipaket, sudah dekat tapi dibawa jauh lagi.",2,katanya shopee express tapi paket dibawa muter muter emang gak mikir itu paket dibutuhin segera tolong bodoh nya dikurangin ya udah ada alamat tertera dipaket sudah dekat tapi dibawa jauh lagi,Negatif
Barangnya sesuai,5,barangnya sesuai,Positif
"spx gimana ni ngak jelas, paket saua belum sampai sampai melewati batas waktu, no kurir juga tidak ada , kantor juga ngak jelas alamat nya.",4,spx gimana ni ngak jelas paket saua belum sampai sampai melewati batas waktu no kurir juga tidak ada kantor juga ngak jelas alamat nya,Positif
"tolong pengiriman SPX standard di perbaiki karna SPX standard selalu lambat dari estimasi yang di tentukan,padahal pembeli memerlukan secepatnya tapi kenapa SPX standard terlambat terus dari estimasi yang di tentukan?.saya akui cap 👍 J&T lebih cepat daripada estimasi yg ditentukan terimakasih",5,tolong pengiriman spx standard di perbaiki karna spx standard selalu lambat dari estimasi yang di tentukanpadahal pembeli memerlukan secepatnya tapi kenapa spx standard terlambat terus dari estimasi yang di tentukansaya akui cap jt lebih cepat daripada estimasi yg ditentukan terimakasih,Positif
"semenjak ada video jadi lemot nih aplikasi, dihilangkan saja video² nya",5,semenjak ada video jadi lemot nih aplikasi dihilangkan saja video² nya,Positif
Sangat efisien,5,sangat efisien,Positif
Bagus dan cepat,4,bagus dan cepat,Positif
Bagus banget,5,bagus banget,Positif
Sangat berguna,5,sangat berguna,Positif
tidak. terlalu. penting. soal. pengalaman.,5,tidak terlalu penting soal pengalaman,Positif
Sangat puas dengan layanan nya,5,sangat puas dengan layanan nya,Positif
tolong cantumin nomer hp kurir supaya enak,3,tolong cantumin nomer hp kurir supaya enak,Netral
terkadang sulit terhubung,5,terkadang sulit terhubung,Positif
Sangat sangat terbantu dn memuaskan pelayananya..makasih banyak shopee,5,sangat sangat terbantu dn memuaskan pelayananyamakasih banyak shopee,Positif
Tepat waktu,5,tepat waktu,Positif
"Bagus,,kurirx jg ramah",5,baguskurirx jg ramah,Positif
Pokonya bintang lima buat shopee,5,pokonya bintang lima buat shopee,Positif
Login shopee sekarang lelet banget.,3,login shopee sekarang lelet banget,Netral
Puas booozzZ,5,puas booozzz,Positif
Mantap tingkatkan,5,mantap tingkatkan,Positif
Bagus ssuai kebutuhan utk cari barang,4,bagus ssuai kebutuhan utk cari barang,Positif
Bisa dipercaya unk semuanya,5,bisa dipercaya unk semuanya,Positif
Kenapa ea kalo belanja bayar duluan malah lama datang y..tapi kalo yg cod malah cepet datang y,4,kenapa ea kalo belanja bayar duluan malah lama datang ytapi kalo yg cod malah cepet datang y,Positif
mantap,5,mantap,Positif
"Mantap Solusi belanja online yang cepat dan pengiriman cukup cepat juga, pertahankan, semoga tidak error",5,mantap solusi belanja online yang cepat dan pengiriman cukup cepat juga pertahankan semoga tidak error,Positif
sangat membantu,5,sangat membantu,Positif
"marketplace terburuk yang pernah saya pakai, dari layanannya sangat buruk apalagi shopee xpress, saya memesan sesuatu di tanggal 5 sampai tanggal terakhir estimasi pada tanggal 12 maret 2025 pun paket tak kunjung datang, saya lihat laporan dari kurir ke yang punya store ternyata barang hilang, hadeh bisa bisa nya coba paket orang hilang, kurir macam apa coba, shopee xpress kurang si kata saya layanannya malah sangat buruk jatohnya sampe lalai ngilangin Barang orang hadeh lucu si.",1,marketplace terburuk yang pernah saya pakai dari layanannya sangat buruk apalagi shopee xpress saya memesan sesuatu di tanggal sampai tanggal terakhir estimasi pada tanggal maret pun paket tak kunjung datang saya lihat laporan dari kurir ke yang punya store ternyata barang hilang hadeh bisa bisa nya coba paket orang hilang kurir macam apa coba shopee xpress kurang si kata saya layanannya malah sangat buruk jatohnya sampe lalai ngilangin barang orang hadeh lucu si,Negatif
Apaan mau bayar pake shopepay loading nya ampun lama amat,1,apaan mau bayar pake shopepay loading nya ampun lama amat,Negatif
Puas,5,puas,Positif
"Tolong driver shopee express instan suka ada oknum yg nyari tambahan minta biaya parkir, padahal tanya seller ga ada parkirnya di tempatnya. Mau di laporin nanti merasa tersakiti, sepi orderan gara2 rating jelek, tp nanti byk korbannya kasihan. Walaupun duit ga seberapa tp tetap aja namanya nipu org.",4,tolong driver shopee express instan suka ada oknum yg nyari tambahan minta biaya parkir padahal tanya seller ga ada parkirnya di tempatnya mau di laporin nanti merasa tersakiti sepi orderan gara rating jelek tp nanti byk korbannya kasihan walaupun duit ga seberapa tp tetap aja namanya nipu org,Positif
Bagus sekali,5,bagus sekali,Positif
Amanah,5,amanah,Positif
Kok tiba² pas mau cek out gak bisa . .. akun ku yg sudah premium malah turun .. pokoknya gak jelas kok tiba² begitu padahal HP saya aja yg pakai... tolong perbaiki kedepannya buat pihak shopee,1,kok tiba² pas mau cek out gak bisa akun ku yg sudah premium malah turun pokoknya gak jelas kok tiba² begitu padahal hp saya aja yg pakai tolong perbaiki kedepannya buat pihak shopee,Negatif
pokok nya bintang yg bicara....,5,pokok nya bintang yg bicara,Positif
Semoga penipuan di online musnah,5,semoga penipuan di online musnah,Positif
spx standard lama banget krim paket ud seminggu blm sampe ga sesuai estimasi,1,spx standard lama banget krim paket ud seminggu blm sampe ga sesuai estimasi,Negatif
mantap,5,mantap,Positif
Bagus aku syuka pelayanannya tanggap cepet bgt,5,bagus aku syuka pelayanannya tanggap cepet bgt,Positif
"Saran bisakah status lacak pengiriman tersebut selalu meminta konfirmasi yaitu ""Apakah Paket Anda Sudah Diterima?"" dan ada pilihan Sudah/Belum jika belum wajib mengisi alasan.",5,saran bisakah status lacak pengiriman tersebut selalu meminta konfirmasi yaitu apakah paket anda sudah diterima dan ada pilihan sudahbelum jika belum wajib mengisi alasan,Positif
Aplikasi ini sangat membantu saya untuk memesan barang atau semacamnya dengan ongkir yang lumayan,5,aplikasi ini sangat membantu saya untuk memesan barang atau semacamnya dengan ongkir yang lumayan,Positif
👍👍👍,5,,Positif
Sukses selalu shopee,5,sukses selalu shopee,Positif
bagusss sii,5,bagusss sii,Positif
sangat membantu saat butuh sesuatu,5,sangat membantu saat butuh sesuatu,Positif
terimakasi selalu yang terbaik dan tercepat,5,terimakasi selalu yang terbaik dan tercepat,Positif
Apa pun barangnya d shopee,5,apa pun barangnya d shopee,Positif
